query	hit	cobertura_query	cobertura_hit	identidad	evalue	bitscore	especie_hit	titulo_hit
lcl|NC_002745.2_prot_WP_000228666.1_1817	VFG031540(gb|WP_015288274)	92.20779220779221	90.1840490797546	33.108	8.37e-22	85.9	Mycobacterium canettii CIPT 140060008	VFG031540(gb|WP_015288274) (ptpA) protein-tyrosine-phosphatase [Tyrosine phosphatase (VF0852) - Immune modulation (VFC0258)] [Mycobacterium canettii CIPT 140060008]
lcl|NC_002745.2_prot_WP_000233526.1_1767	VFG013200(gb|WP_012341396)	98.26086956521739	97.45762711864407	36.207	8.7e-71	224.0	Haemophilus somnus 2336	VFG013200(gb|WP_012341396) (hemE) uroporphyrinogen decarboxylase [Heme biosynthesis (VF0758) - Nutritional/Metabolic factor (VFC0272)] [Haemophilus somnus 2336]
lcl|NC_002745.2_prot_WP_000235289.1_2293	VFG038841(gb|WP_005318273)	84.30034129692832	98.39357429718875	32.031	9.07e-25	99.8	Aeromonas salmonicida subsp. salmonicida A449	VFG038841(gb|WP_005318273) (flmH) short chain dehydrogenase/reductase family oxidoreductase [Polar flagella (VF0473) - Motility (VFC0204)] [Aeromonas salmonicida subsp. salmonicida A449]
lcl|NC_002745.2_prot_WP_000236427.1_206	VFG016304(gb|WP_011197813)	80.23952095808383	92.64957264957265	39.671	1.21e-141	426.0	Bacillus licheniformis ATCC 14580	VFG016304(gb|WP_011197813) (dep/capD) gamma-glutamyltranspeptidase, required for polyglutamate anchoring to peptidoglycan [Capsule (VF0141) - Immune modulation (VFC0258)] [Bacillus licheniformis ATCC 14580]
lcl|NC_002745.2_prot_WP_000239647.1_155	VFG005079(gb|WP_000239647)	100.0	100.0	100.0	0.0	771.0	Staphylococcus aureus subsp. aureus Mu50	VFG005079(gb|WP_000239647) (SAV_RS00940) capsular polysaccharide biosynthesis protein [Capsule (VF0003) - Immune modulation (VFC0258)] [Staphylococcus aureus subsp. aureus Mu50]
lcl|NC_002745.2_prot_WP_000240338.1_287	VFG002408(gb|WP_000240338)	100.0	100.0	100.0	0.0	904.0	Staphylococcus aureus subsp. aureus MW2	VFG002408(gb|WP_000240338) (essB) type VII secretion system protein EssB, monotopic membrane protein [Type VII secretion system (VF0403) - Effector delivery system (VFC0086)] [Staphylococcus aureus subsp. aureus MW2]
lcl|NC_002745.2_prot_WP_000240580.1_2661	VFG001286(gb|WP_000240580)	100.0	100.0	100.0	1.9199999999999998e-69	202.0	Staphylococcus aureus subsp. aureus MW2	VFG001286(gb|WP_000240580) (icaD) intercellular adhesion protein D, involved in polysaccharide intercellular adhesin(PIA) synthesis [Intercellular adhesion proteins (VF0014) - Biofilm (VFC0271)] [Staphylococcus aureus subsp. aureus MW2]
lcl|NC_002745.2_prot_WP_000240642.1_1977	VFG012103(gb|WP_003514589)	97.39776951672863	97.22735674676525	69.962	0.0	742.0	Clostridium thermocellum ATCC 27405	VFG012103(gb|WP_003514589) (groEL) chaperonin GroEL [GroEL (VF0594) - Adherence (VFC0001)] [Clostridium thermocellum ATCC 27405]
lcl|NC_002745.2_prot_WP_000249497.1_2327	VFG031776(gb|WP_015304588)	99.10714285714286	100.0	40.789	4.4099999999999997e-54	172.0	Mycobacterium smegmatis JS623	VFG031776(gb|WP_015304588) (regX3) two-component sensory transduction protein RegX [RegX3 (VF0858) - Regulation (VFC0301)] [Mycobacterium smegmatis JS623]
lcl|NC_002745.2_prot_WP_000249839.1_1319	VFG045302(gb|WP_010946491)	75.73221757322176	85.14851485148515	30.645	2.52e-14	69.3	Legionella pneumophila subsp. pneumophila str. Philadelphia 1	VFG045302(gb|WP_010946491) (LPG_RS03740) acetyltransferase [LPS (VF0171) - Immune modulation (VFC0258)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
lcl|NC_002745.2_prot_WP_000250823.1_539	VFG026073(gb|WP_009889319)	91.64556962025317	82.5	33.424	1.48e-61	204.0	Burkholderia thailandensis E264	VFG026073(gb|WP_009889319) (wcbT) acyl-CoA transferase [Capsule I (VF0436) - Immune modulation (VFC0258)] [Burkholderia thailandensis E264]
lcl|NC_002745.2_prot_WP_000256319.1_1432	VFG045668(gb|WP_002358859)	95.87020648967551	95.23809523809524	30.368	4.7100000000000006e-43	151.0	Enterococcus faecalis D32	VFG045668(gb|WP_002358859) (bopD) sugar-binding transcriptional regulator, LacI family [BopD (VF0362) - Biofilm (VFC0271)] [Enterococcus faecalis D32]
lcl|NC_002745.2_prot_WP_000258150.1_740	VFG005841(gb|WP_002262748)	98.86039886039886	94.81865284974093	40.164	3.38e-84	260.0	Streptococcus mutans UA159	VFG005841(gb|WP_002262748) (SMU_RS01255) rhamnose-glucose polysaccharide biosynthesis protein RgpB [Capsule (VF0144) - Immune modulation (VFC0258)] [Streptococcus mutans UA159]
lcl|NC_002745.2_prot_WP_000262640.1_2138	VFG044275(gb|WP_000262640)	100.0	100.0	100.0	0.0	1208.0	Staphylococcus aureus subsp. aureus str. Newman	VFG044275(gb|WP_000262640) (sfaB) staphyloferrin A synthetase SfaB [Staphyloferrin A (VF1013) - Nutritional/Metabolic factor (VFC0272)] [Staphylococcus aureus subsp. aureus str. Newman]
lcl|NC_002745.2_prot_WP_000264071.1_393	VFG052858(gb|WP_062706016.1)	96.92622950819673	98.35051546391753	50.833	1.1e-165	476.0	Borrelia hermsii ML2	VFG052858(gb|WP_062706016.1) (guaB) inosine-5'-monophosphate dehydrogenase [GuaA/B (VF1377) - Nutritional/Metabolic factor (VFC0272)] [Borrelia hermsii ML2]
lcl|NC_002745.2_prot_WP_000278088.1_1957	VFG005007(gb|WP_000278088)	100.0	100.0	100.0	0.0	544.0	Staphylococcus aureus subsp. aureus N315	VFG005007(gb|WP_000278088) (sec) staphylococcal enterotoxin C precursor [SE (VF0020) - Exotoxin (VFC0235)] [Staphylococcus aureus subsp. aureus N315]
lcl|NC_002745.2_prot_WP_000278556.1_2353	VFG009650(gb|WP_011730343)	89.7172236503856	87.53056234718827	31.844	9.69e-48	167.0	Mycobacterium smegmatis str. MC2 155	VFG009650(gb|WP_011730343) (narK2) NarK/NasA family nitrate transporter [Nitrate/nitrite transporter (VF0821) - Nutritional/Metabolic factor (VFC0272)] [Mycobacterium smegmatis str. MC2 155]
lcl|NC_002745.2_prot_WP_000279414.1_767	VFG005359(gb|WP_002899102)	100.0	100.0	70.238	8.38e-174	485.0	Streptococcus sanguinis SK36	VFG005359(gb|WP_002899102) (plr/gapA) type I glyceraldehyde-3-phosphate dehydrogenase [Streptococcal plasmin receptor/GAPDH (VF1042) - Adherence (VFC0001)] [Streptococcus sanguinis SK36]
lcl|NC_002745.2_prot_WP_000280799.1_329	VFG002158(gb|NP_464456)	99.41176470588235	99.69788519637463	40.533	2.9e-89	270.0	Listeria monocytogenes EGD-e	VFG002158(gb|NP_464456) (lplA1) lipoate protein ligase [LplA1 (VF0347) - Nutritional/Metabolic factor (VFC0272)] [Listeria monocytogenes EGD-e]
lcl|NC_002745.2_prot_WP_000284458.1_957	VFG004711(gb|WP_000284458)	100.0	100.0	100.0	1.02e-77	224.0	Staphylococcus aureus subsp. aureus N315	VFG004711(gb|WP_000284458) (sspC) Staphostatin B [Staphopain (VF0006) - Exoenzyme (VFC0251)] [Staphylococcus aureus subsp. aureus N315]
lcl|NC_002745.2_prot_WP_000312768.1_1123	VFG006761(gb|WP_012951788)	99.64601769911505	99.82456140350877	42.707	1.29e-168	490.0	Listeria monocytogenes 08-5578	VFG006761(gb|WP_012951788) (fbpA) fibronectin-binding protein [FbpA (VF0349) - Adherence (VFC0001)] [Listeria monocytogenes 08-5578]
lcl|NC_002745.2_prot_WP_000350970.1_1288	VFG026700(gb|YP_007957699)	98.2905982905983	88.56589147286822	31.435	1.6400000000000002e-58	201.0	Mycobacterium tuberculosis str. Haarlem/NITR202	VFG026700(gb|YP_007957699) (mbtI) Isochorismate synthase MbtI [Mycobactin (VF0299) - Nutritional/Metabolic factor (VFC0272)] [Mycobacterium tuberculosis str. Haarlem/NITR202]
lcl|NC_002745.2_prot_WP_000353954.1_884	VFG049196(gb|WP_004890358)	98.61910241657077	99.29988331388564	52.083	0.0	874.0	Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044	VFG049196(gb|WP_004890358) (clpV) ATP-dependent chaperone ClpB [T6SS-II (VF0783) - Effector delivery system (VFC0086)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]
lcl|NC_002745.2_prot_WP_000356975.1_1283	VFG016389(gb|WP_000727070)	75.53516819571865	81.78807947019868	36.759	3.95e-33	124.0	Bacillus cereus ATCC 10987	VFG016389(gb|WP_000727070) (BCE_RS25805) LytR family transcriptional regulator [Polysaccharide capsule (VF0659) - Immune modulation (VFC0258)] [Bacillus cereus ATCC 10987]
lcl|NC_002745.2_prot_WP_000368338.1_1510	VFG046467(gb|WP_014548920)	45.30477759472817	72.84263959390863	30.169	2.6e-19	90.5	Francisella cf. tularensis subsp. novicida 3523	VFG046467(gb|WP_014548920) (tufA) elongation factor Tu [EF-Tu (VF0460) - Adherence (VFC0001)] [Francisella cf. tularensis subsp. novicida 3523]
lcl|NC_002745.2_prot_WP_000372758.1_2000	VFG039386(gb|NP_819821)	94.15584415584415	99.3103448275862	30.201	5.91e-15	67.4	Coxiella burnetii RSA 493	VFG039386(gb|NP_819821) (coxH2/rimL) Coxiella Dot/Icm type IVB secretion system translocated effector  [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii RSA 493]
lcl|NC_002745.2_prot_WP_000379821.1_2543	VFG032994(gb|WP_011702113)	96.84908789386401	98.8391376451078	42.525	1.75e-154	457.0	Listeria welshimeri serovar 6b str. SLCC5334	VFG032994(gb|WP_011702113) (oatA) peptidoglycan O-acetyltransferase [OatA (VF0441) - Immune modulation (VFC0258)] [Listeria welshimeri serovar 6b str. SLCC5334]
lcl|NC_002745.2_prot_WP_000389658.1_2185	VFG044173(gb|WP_005477430)	81.78438661710037	87.00787401574803	31.25	1.2e-33	122.0	Vibrio parahaemolyticus RIMD 2210633	VFG044173(gb|WP_005477430) (fecE) Fe(3+) dicitrate ABC transporter ATP-binding protein FecE [Vibrioferrin (VF0631) - Nutritional/Metabolic factor (VFC0272)] [Vibrio parahaemolyticus RIMD 2210633]
lcl|NC_002745.2_prot_WP_000392691.1_1422	VFG000478(gb|NP_459678)	86.57718120805369	84.0	34.109	3.14e-21	83.6	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	VFG000478(gb|NP_459678) (fur) ferric iron uptake transcriptional regulator [Fur (VF0113) - Regulation (VFC0301)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
lcl|NC_002745.2_prot_WP_000401377.1_1036	VFG000320(gb|WP_001169234)	93.75	98.08917197452229	45.455	1.21e-39	131.0	Helicobacter pylori 26695	VFG000320(gb|WP_001169234) (kdtB) lipopolysaccharide core biosynthesis protein [LPS (VF0056) - Immune modulation (VFC0258)] [Helicobacter pylori 26695]
lcl|NC_002745.2_prot_WP_000413171.1_151	VFG005033(gb|WP_000413171)	100.0	100.0	100.0	0.0	775.0	Staphylococcus aureus subsp. aureus COL	VFG005033(gb|WP_000413171) (cap8G) type 8 capsular polysaccharide synthesis protein Cap8G [Capsule (VF0003) - Immune modulation (VFC0258)] [Staphylococcus aureus subsp. aureus COL]
lcl|NC_002745.2_prot_WP_000424963.1_394	VFG052864(gb|WP_062706012.1)	98.24561403508773	99.0234375	49.312	0.0	522.0	Borrelia hermsii ML2	VFG052864(gb|WP_062706012.1) (guaA) glutamine-hydrolyzing GMP synthase [GuaA/B (VF1377) - Nutritional/Metabolic factor (VFC0272)] [Borrelia hermsii ML2]
lcl|NC_002745.2_prot_WP_000426914.1_1147	VFG011430(gb|WP_002963616)	89.6103896103896	88.46153846153847	72.464	6.91e-28	95.5	Brucella melitensis bv. 1 str. 16M	VFG011430(gb|WP_002963616) (acpXL) acyl carrier protein [LPS (VF0367) - Immune modulation (VFC0258)] [Brucella melitensis bv. 1 str. 16M]
lcl|NC_002745.2_prot_WP_000432915.1_2525	VFG047395(gb|WP_012280481)	99.39759036144578	93.42281879194631	34.119	6.07e-136	416.0	Francisella philomiragia subsp. philomiragia ATCC 25017	VFG047395(gb|WP_012280481) (feoB) Fe(2+) transporter permease subunit FeoB [FupA (VF0550) - Nutritional/Metabolic factor (VFC0272)] [Francisella philomiragia subsp. philomiragia ATCC 25017]
lcl|NC_002745.2_prot_WP_000433551.1_1011	VFG030704(gb|WP_015292799)	76.64835164835165	73.79134860050891	43.103	2.28e-71	228.0	Mycobacterium canettii CIPT 140070017	VFG030704(gb|WP_015292799) (sugC) trehalose ABC transporter ATP-binding protein SugC [Trehalose-recycling ABC transporter (VF0842) - Nutritional/Metabolic factor (VFC0272)] [Mycobacterium canettii CIPT 140070017]
lcl|NC_002745.2_prot_WP_000442480.1_1390	VFG031478(gb|WP_012395377)	87.24832214765101	96.32352941176471	58.779	3.21e-52	162.0	Mycobacterium marinum M	VFG031478(gb|WP_012395377) (ndk) nucleoside-diphosphate kinase [Nucleoside diphosphate kinase (VF0851) - Immune modulation (VFC0258)] [Mycobacterium marinum M]
lcl|NC_002745.2_prot_WP_000446299.1_145	VFG004469(gb|WP_000446299)	100.0	100.0	100.0	6.48e-158	436.0	Staphylococcus aureus subsp. aureus USA300_FPR3757	VFG004469(gb|WP_000446299) (capA) capsular polysaccharide type 5/8 biosynthesis protein CapA [Capsule (VF0003) - Immune modulation (VFC0258)] [Staphylococcus aureus subsp. aureus USA300_FPR3757]
lcl|NC_002745.2_prot_WP_000447678.1_2050	VFG011402(gb|WP_004688426)	94.52054794520548	88.53503184713375	42.446	1.54e-33	115.0	Brucella suis 1330	VFG011402(gb|WP_004688426) (fabZ) (3R)-hydroxymyristoyl ACP dehydratase [LPS (VF0367) - Immune modulation (VFC0258)] [Brucella suis 1330]
lcl|NC_002745.2_prot_WP_000447733.1_1421	VFG042510(gb|AAO73844)	61.69491525423729	91.4572864321608	30.27	4.26e-19	83.2	Escherichia coli O20:K27:H- ARG-2	VFG042510(gb|AAO73844) (fotS) FotS [Adhesive fimbriae (VF0213) - Adherence (VFC0001)] [Escherichia coli O20:K27:H- ARG-2]
lcl|NC_002745.2_prot_WP_000459062.1_149	VFG001301(gb|WP_000459062)	100.0	100.0	100.0	0.0	708.0	Staphylococcus aureus subsp. aureus MW2	VFG001301(gb|WP_000459062) (cap8E) type 8 capsular polysaccharide synthesis protein Cap8E [Capsule (VF0003) - Immune modulation (VFC0258)] [Staphylococcus aureus subsp. aureus MW2]
lcl|NC_002745.2_prot_WP_000473596.1_1752	VFG004853(gb|WP_000473596)	100.0	100.0	100.0	0.0	640.0	Staphylococcus aureus subsp. aureus USA300_FPR3757	VFG004853(gb|WP_000473596) (lukE) bi-component leukocidin LukED subunit E [LukED (VF0991) - Exotoxin (VFC0235)] [Staphylococcus aureus subsp. aureus USA300_FPR3757]
lcl|NC_002745.2_prot_WP_000473699.1_1177	VFG002190(gb|WP_002362225)	94.921875	93.35793357933579	55.731	5.29e-100	292.0	Enterococcus faecalis V583	VFG002190(gb|WP_002362225) (cpsA/uppS) undecaprenyl diphosphate synthase [Capsule (VF0361) - Immune modulation (VFC0258)] [Enterococcus faecalis V583]
lcl|NC_002745.2_prot_WP_000480603.1_161	VFG044442(gb|WP_000480603)	100.0	100.0	100.0	4.9e-78	224.0	Staphylococcus aureus subsp. aureus str. Newman	VFG044442(gb|WP_000480603) (isdI) staphylobilin-forming heme oxygenase IsdI [Isd (VF0015) - Nutritional/Metabolic factor (VFC0272)] [Staphylococcus aureus subsp. aureus str. Newman]
lcl|NC_002745.2_prot_WP_000486487.1_2398	VFG016185(gb|WP_011168851)	85.0953206239168	84.85370051635113	35.317	5.01e-101	317.0	Pseudomonas syringae pv. phaseolicola 1448A	VFG016185(gb|WP_011168851) (ybtQ) ABC transporter ATP-binding protein/permease [Yersiniabactin (VF0923) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas syringae pv. phaseolicola 1448A]
lcl|NC_002745.2_prot_WP_000506531.1_746	VFG009230(gb|WP_041307902)	87.78173190984579	86.87898089171975	36.096	7.73e-142	438.0	Mycobacterium vanbaalenii PYR-1	VFG009230(gb|WP_041307902) (secA2) accessory Sec system translocase SecA2 [Accessory secretion factor (VF0808) - Others (VFC0346)] [Mycobacterium vanbaalenii PYR-1]
lcl|NC_002745.2_prot_WP_000509671.1_290	VFG018179(gb|WP_000509671)	100.0	100.0	100.0	1.21e-72	210.0	Staphylococcus aureus subsp. aureus Mu3	VFG018179(gb|WP_000509671) (esxB) type VII secretion system secreted protein EsxB [Type VII secretion system (VF0403) - Effector delivery system (VFC0086)] [Staphylococcus aureus subsp. aureus Mu3]
lcl|NC_002745.2_prot_WP_000511135.1_2055	VFG052644(gb|WP_043924416.1)	75.31914893617021	80.22988505747126	33.609	3.37e-50	176.0	Borrelia hermsii ML2	VFG052644(gb|WP_043924416.1) (fliI) flagellar protein export ATPase FliI [Flagella (VF1368) - Motility (VFC0204)] [Borrelia hermsii ML2]
lcl|NC_002745.2_prot_WP_000513305.1_756	VFG032455(gb|WP_003729212)	93.18996415770609	93.86281588447653	53.64	7.74e-102	298.0	Listeria monocytogenes SLCC2376	VFG032455(gb|WP_003729212) (lgt) prolipoprotein diacylglyceryl transferase [Lipoprotein diacylglyceryl transferase lgt (VF0790) - Post-translational modification (VFC0315)] [Listeria monocytogenes SLCC2376]
lcl|NC_002745.2_prot_WP_000514408.1_2362	VFG009598(gb|WP_011854954)	99.51179820992677	98.53300733496333	50.202	0.0	1254.0	Mycobacterium sp. JLS	VFG009598(gb|WP_011854954) (narG) nitrate reductase subunit alpha [Nitrate reductase (VF0302) - Nutritional/Metabolic factor (VFC0272)] [Mycobacterium sp. JLS]
lcl|NC_002745.2_prot_WP_000521495.1_2119	VFG013515(gb|WP_011961967)	98.00443458980044	98.42696629213484	47.778	3.6800000000000003e-122	363.0	Haemophilus influenzae PittEE	VFG013515(gb|WP_011961967) (mrsA/glmM) phosphoglucosamine mutase [Exopolysaccharide (VF0755) - Immune modulation (VFC0258)] [Haemophilus influenzae PittEE]
lcl|NC_002745.2_prot_WP_000524830.1_2307	VFG050113(gb|WP_000590108)	96.32107023411372	97.2508591065292	30.034	7.02e-43	148.0	Bacillus cereus AH187	VFG050113(gb|WP_000590108) (cesC) ABC transporter ATP-binding protein, CesC [Cereulide (VF0583) - Exotoxin (VFC0235)] [Bacillus cereus AH187]
lcl|NC_002745.2_prot_WP_000525106.1_710	VFG035923(gb|WP_000621745)	27.272727272727273	88.51674641148325	30.89	7.31e-13	68.2	Escherichia coli O44:H18 042	VFG035923(gb|WP_000621745) (aatC) ATP-binding protein AatC [Dispersin (VF0215) - Others (VFC0346)] [Escherichia coli O44:H18 042]
lcl|NC_002745.2_prot_WP_000532966.1_658	VFG039536(gb|NP_820549)	97.89915966386555	95.49180327868852	38.235	2.1e-45	151.0	Coxiella burnetii RSA 493	VFG039536(gb|NP_820549) (CBU_1566) Coxiella Dot/Icm type IVB secretion system translocated effector  [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii RSA 493]
lcl|NC_002745.2_prot_WP_000538625.1_2487	VFG023853(gb|WP_026071342)	91.34199134199135	71.74603174603175	33.186	1.38e-34	125.0	Mycobacterium intracellulare MOTT-64	VFG023853(gb|WP_026071342) (ddrA) daunorubicin resistance protein DrrA family ABC transporter ATP-binding protein [PDIM (VF0309) - Immune modulation (VFC0258)] [Mycobacterium intracellulare MOTT-64]
lcl|NC_002745.2_prot_WP_000545451.1_1598	VFG013607(gb|WP_041604533)	92.1875	98.61431870669746	32.11	8.690000000000001e-66	217.0	Haemophilus somnus 129PT	VFG013607(gb|WP_041604533) (hemA) glutamyl-tRNA reductase [Heme biosynthesis (VF0758) - Nutritional/Metabolic factor (VFC0272)] [Haemophilus somnus 129PT]
lcl|NC_002745.2_prot_WP_000549207.1_1111	VFG032493(gb|WP_014093186)	93.25153374233129	97.40259740259741	48.026	2.21e-40	133.0	Listeria ivanovii subsp. ivanovii PAM 55	VFG032493(gb|WP_014093186) (lspA) signal peptidase II [Lsp (VF0351) - Post-translational modification (VFC0315)] [Listeria ivanovii subsp. ivanovii PAM 55]
lcl|NC_002745.2_prot_WP_000549287.1_288	VFG018154(gb|WP_000549287)	100.0	100.0	100.0	0.0	3040.0	Staphylococcus aureus subsp. aureus Mu3	VFG018154(gb|WP_000549287) (essC) type VII secretion system protein EssC, FtsK/SpoIIIE family ATPase [Type VII secretion system (VF0403) - Effector delivery system (VFC0086)] [Staphylococcus aureus subsp. aureus Mu3]
lcl|NC_002745.2_prot_WP_000564315.1_1481	VFG037063(gb|WP_002214325)	91.63763066202091	89.00343642611683	31.716	7.55e-24	98.2	Neisseria meningitidis Z2491	VFG037063(gb|WP_002214325) (mntB) Manganese transport system membrane protein MntB [MntABC (VF0455) - Stress survival (VFC0282)] [Neisseria meningitidis Z2491]
lcl|NC_002745.2_prot_WP_000565304.1_147	VFG004450(gb|WP_000565304)	100.0	100.0	100.0	0.0	525.0	Staphylococcus aureus subsp. aureus N315	VFG004450(gb|WP_000565304) (cap8C) type 8 capsular polysaccharide synthesis protein Cap8C [Capsule (VF0003) - Immune modulation (VFC0258)] [Staphylococcus aureus subsp. aureus N315]
lcl|NC_002745.2_prot_WP_000565310.1_2656	VFG003448(gb|WP_011274716)	95.68627450980392	95.68627450980392	60.246	5.28e-105	304.0	Staphylococcus haemolyticus JCSC1435	VFG003448(gb|WP_011274716) (SH_RS01810) capsular polysaccharide biosynthesis protein Cap8C [Capsule (VF0003) - Immune modulation (VFC0258)] [Staphylococcus haemolyticus JCSC1435]
lcl|NC_002745.2_prot_WP_000570807.1_111	VFG044254(gb|WP_000570808)	100.0	100.0	99.693	0.0	668.0	Staphylococcus aureus subsp. aureus str. Newman	VFG044254(gb|WP_000570808) (sbnA) 2,3-diaminopropionate biosynthesis protein SbnA [Staphyloferrin B (VF1014) - Nutritional/Metabolic factor (VFC0272)] [Staphylococcus aureus subsp. aureus str. Newman]
lcl|NC_002745.2_prot_WP_000571167.1_943	VFG013703(gb|WP_011273220)	96.71361502347418	81.46718146718146	30.047	3.24e-25	99.0	Corynebacterium jeikeium K411	VFG013703(gb|WP_011273220) (irp6C) ABC transporter ATP-binding protein [Siderophore-dependent iron uptake system (VF0738) - Nutritional/Metabolic factor (VFC0272)] [Corynebacterium jeikeium K411]
lcl|NC_002745.2_prot_WP_000571407.1_194	VFG035924(gb|WP_000593973)	80.53097345132744	86.53846153846153	39.683	8.11e-39	133.0	Escherichia coli O78:H11:K80 str. H10407	VFG035924(gb|WP_000593973) (aatC) ATP-binding protein AatC [Dispersin (VF0215) - Others (VFC0346)] [Escherichia coli O78:H11:K80 str. H10407]
lcl|NC_002745.2_prot_WP_000575678.1_302	VFG049808(gb|WP_000575678)	100.0	100.0	100.0	6.76e-116	324.0	Staphylococcus aureus subsp. aureus N315	VFG049808(gb|WP_000575678) (esaG) TIGR01741 family protein [Type VII secretion system (VF0403) - Effector delivery system (VFC0086)] [Staphylococcus aureus subsp. aureus N315]
lcl|NC_002745.2_prot_WP_000579563.1_1135	VFG008410(gb|YP_005360790)	50.45180722891566	80.95238095238095	31.563	7.6399999999999995e-53	187.0	Mycobacterium tuberculosis RGTB327	VFG008410(gb|YP_005360790) (pknG) serine/threonine protein kinase [Protein kinase G (VF0805) - Immune modulation (VFC0258)] [Mycobacterium tuberculosis RGTB327]
lcl|NC_002745.2_prot_WP_000594519.1_2388	VFG001273(gb|WP_000594519)	100.0	100.0	100.0	0.0	634.0	Staphylococcus aureus subsp. aureus MW2	VFG001273(gb|WP_000594519) (hlgA) gamma-hemolysin chain II precursor [Gamma-hemolysin (VF0011) - Exotoxin (VFC0235)] [Staphylococcus aureus subsp. aureus MW2]
lcl|NC_002745.2_prot_WP_000594530.1_1045	VFG044268(gb|WP_000594530)	100.0	100.0	100.0	0.0	623.0	Staphylococcus aureus subsp. aureus str. Newman	VFG044268(gb|WP_000594530) (isdF) iron-regulated surface determinant protein F, ATP-binding-cassette-type transmembrane transporter [Isd (VF0015) - Nutritional/Metabolic factor (VFC0272)] [Staphylococcus aureus subsp. aureus str. Newman]
lcl|NC_002745.2_prot_WP_000594817.1_254	VFG002188(gb|WP_002362618)	98.7146529562982	99.74293059125964	47.194	2.7300000000000004e-123	361.0	Enterococcus faecalis V583	VFG002188(gb|WP_002362618) (cpsC) teichoic acid biosynthesis protein, putative [Capsule (VF0361) - Immune modulation (VFC0258)] [Enterococcus faecalis V583]
lcl|NC_002745.2_prot_WP_000595392.1_1952	VFG044013(gb|WP_000595324)	100.0	100.0	97.337	0.0	684.0	Staphylococcus aureus subsp. aureus USA300_FPR3757	VFG044013(gb|WP_000595324) (lukG) bi-component leukocidin LukGH subunit G [PVL (VF0018) - Exotoxin (VFC0235)] [Staphylococcus aureus subsp. aureus USA300_FPR3757]
lcl|NC_002745.2_prot_WP_000597238.1_1802	VFG001269(gb|WP_010929996)	97.75086505190312	77.9494382022472	36.396	7.02e-112	349.0	Bordetella pertussis Tohama I	VFG001269(gb|WP_010929996) (cyaB) cyclolysin secretion ATP-binding protein [CyaA/ACT (VF0028) - Exotoxin (VFC0235)] [Bordetella pertussis Tohama I]
lcl|NC_002745.2_prot_WP_000605281.1_174	VFG016033(gb|WP_011103872)	74.90589711417817	85.91352859135286	32.179	0.0	856.0	Pseudomonas syringae pv. tomato str. DC3000	VFG016033(gb|WP_011103872) (pvdD) pyoverdine synthetase D [Pyoverdine (VF0094) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas syringae pv. tomato str. DC3000]
lcl|NC_002745.2_prot_WP_000610051.1_114	VFG044257(gb|WP_000610051)	100.0	100.0	100.0	0.0	837.0	Staphylococcus aureus subsp. aureus str. Newman	VFG044257(gb|WP_000610051) (sbnD) staphyloferrin B export MFS transporter [Staphyloferrin B (VF1014) - Nutritional/Metabolic factor (VFC0272)] [Staphylococcus aureus subsp. aureus str. Newman]
lcl|NC_002745.2_prot_WP_000610259.1_552	VFG004588(gb|WP_000610259)	100.0	100.0	100.0	0.0	2244.0	Staphylococcus aureus subsp. aureus N315	VFG004588(gb|WP_000610259) (sdrE) Ser-Asp rich fibrinogen-binding bone sialoprotein-binding protein [SDr (VF0019) - Adherence (VFC0001)] [Staphylococcus aureus subsp. aureus N315]
lcl|NC_002745.2_prot_WP_000616840.1_728	VFG007257(gb|WP_005482130)	98.81422924901186	99.60159362549801	52.0	3.4900000000000003e-97	284.0	Vibrio parahaemolyticus RIMD 2210633	VFG007257(gb|WP_005482130) (vctC) iron chelate ABC transporter ATP-binding protein VctC [VctPDGC system (VF0638) - Nutritional/Metabolic factor (VFC0272)] [Vibrio parahaemolyticus RIMD 2210633]
lcl|NC_002745.2_prot_WP_000621532.1_2582	VFG022617(gb|YP_001701295)	92.1259842519685	82.97872340425532	52.991	2.78e-41	133.0	Mycobacterium abscessus ATCC 19977	VFG022617(gb|YP_001701295) (panD) Probable aspartate 1-decarboxylase precursor [PanC/PanD (VF0319) - Nutritional/Metabolic factor (VFC0272)] [Mycobacterium abscessus ATCC 19977]
lcl|NC_002745.2_prot_WP_000624945.1_1224	VFG001379(gb|NP_214867)	70.49180327868852	70.63492063492063	35.955	5.99e-09	50.4	Mycobacterium tuberculosis H37Rv	VFG001379(gb|NP_214867) (hspR) heat shock protein transcriptional repressor HspR [HspR (VF0297) - Regulation (VFC0301)] [Mycobacterium tuberculosis H37Rv]
